,Input,Action,Asset,Start,End
2088,Cancella la prenotazione di sala meeting per il giorno 27/03/2025 dalle 10:13 alle 17:13,cancella,sala meeting,2025-03-27T10:13:24.410Z,2025-03-27T17:13:24.410Z
2089,Prenota sala riunioni per il giorno 19/02/2025 dalle 10:13 alle 14:13,prenota,sala riunioni,2025-02-19T10:13:24.410Z,2025-02-19T14:13:24.410Z
2090,Cancella la prenotazione di sala riunioni per il giorno 16/01/2025 dalle 00:58 alle 10:58,cancella,sala riunioni,2025-01-16T00:58:24.410Z,2025-01-16T10:58:24.410Z
2091,Cancella la prenotazione di sala riunioni per il giorno 02/02/2025 dalle 03:43 alle 12:43,cancella,sala riunioni,2025-02-02T03:43:24.410Z,2025-02-02T12:43:24.410Z
2092,Prenota sala riunioni per il giorno 30/01/2025 dalle 08:28 alle 13:28,prenota,sala riunioni,2025-01-30T08:28:24.410Z,2025-01-30T13:28:24.410Z
2093,Prenota ufficio B per il giorno 28/01/2025 dalle 09:28 alle 13:28,prenota,ufficio B,2025-01-28T09:28:24.410Z,2025-01-28T13:28:24.410Z
2094,Cancella la prenotazione di sala riunioni per il giorno 16/03/2025 dalle 08:28 alle 18:28,cancella,sala riunioni,2025-03-16T08:28:24.410Z,2025-03-16T18:28:24.410Z
2095,Cancella la prenotazione di sala riunioni per il giorno 09/01/2025 dalle 04:28 alle 09:28,cancella,sala riunioni,2025-01-09T04:28:24.410Z,2025-01-09T09:28:24.410Z
2096,Prenota sala meeting per il giorno 08/02/2025 dalle 05:43 alle 11:43,prenota,sala meeting,2025-02-08T05:43:24.410Z,2025-02-08T11:43:24.410Z
2097,Cancella la prenotazione di desk 18 per il giorno 17/02/2025 dalle 01:28 alle 07:28,cancella,desk 18,2025-02-17T01:28:24.410Z,2025-02-17T07:28:24.410Z
2098,Cancella la prenotazione di desk 18 per il giorno 08/03/2025 dalle 00:43 alle 01:43,cancella,desk 18,2025-03-08T00:43:24.410Z,2025-03-08T01:43:24.410Z
2099,Modifica la prenotazione di desk 40 al giorno 20/02/2025 dalle 06:28 alle 11:28,modifica,desk 40,2025-02-20T06:28:24.410Z,2025-02-20T11:28:24.410Z
2100,Prenota auditorium per il giorno 31/03/2025 dalle 06:28 alle 08:28,prenota,auditorium,2025-03-31T06:28:24.410Z,2025-03-31T08:28:24.410Z
2101,Modifica la prenotazione di auditorium al giorno 30/01/2025 dalle 11:43 alle 14:43,modifica,auditorium,2025-01-30T11:43:24.410Z,2025-01-30T14:43:24.410Z
2102,Modifica la prenotazione di ufficio B al giorno 21/03/2025 dalle 09:58 alle 17:58,modifica,ufficio B,2025-03-21T09:58:24.410Z,2025-03-21T17:58:24.410Z
2103,Prenota sala meeting per il giorno 09/02/2025 dalle 05:13 alle 06:13,prenota,sala meeting,2025-02-09T05:13:24.410Z,2025-02-09T06:13:24.410Z
2104,Modifica la prenotazione di desk 40 al giorno 31/03/2025 dalle 05:43 alle 09:43,modifica,desk 40,2025-03-31T05:43:24.410Z,2025-03-31T09:43:24.410Z
2105,Modifica la prenotazione di ufficio B al giorno 12/01/2025 dalle 02:13 alle 04:13,modifica,ufficio B,2025-01-12T02:13:24.410Z,2025-01-12T04:13:24.410Z
2106,Prenota auditorium per il giorno 11/02/2025 dalle 07:28 alle 15:28,prenota,auditorium,2025-02-11T07:28:24.410Z,2025-02-11T15:28:24.410Z
2107,Prenota ufficio A per il giorno 12/02/2025 dalle 01:58 alle 04:58,prenota,ufficio A,2025-02-12T01:58:24.410Z,2025-02-12T04:58:24.410Z
2108,Prenota sala meeting per il giorno 17/03/2025 dalle 04:58 alle 06:58,prenota,sala meeting,2025-03-17T04:58:24.410Z,2025-03-17T06:58:24.410Z
2109,Prenota auditorium per il giorno 03/04/2025 dalle 12:13 alle 17:13,prenota,auditorium,2025-04-03T12:13:24.410Z,2025-04-03T17:13:24.410Z
2110,Cancella la prenotazione di sala meeting per il giorno 28/02/2025 dalle 09:43 alle 11:43,cancella,sala meeting,2025-02-28T09:43:24.410Z,2025-02-28T11:43:24.410Z
2111,Modifica la prenotazione di ufficio A al giorno 08/01/2025 dalle 04:58 alle 11:58,modifica,ufficio A,2025-01-08T04:58:24.410Z,2025-01-08T11:58:24.410Z
2112,Cancella la prenotazione di desk 40 per il giorno 23/03/2025 dalle 13:43 alle 21:43,cancella,desk 40,2025-03-23T13:43:24.410Z,2025-03-23T21:43:24.410Z
2113,Cancella la prenotazione di ufficio B per il giorno 23/03/2025 dalle 04:58 alle 06:58,cancella,ufficio B,2025-03-23T04:58:24.410Z,2025-03-23T06:58:24.410Z
2114,Modifica la prenotazione di ufficio A al giorno 08/03/2025 dalle 06:58 alle 07:58,modifica,ufficio A,2025-03-08T06:58:24.410Z,2025-03-08T07:58:24.410Z
2115,Modifica la prenotazione di desk 18 al giorno 10/01/2025 dalle 10:43 alle 19:43,modifica,desk 18,2025-01-10T10:43:24.410Z,2025-01-10T19:43:24.410Z
2116,Prenota auditorium per il giorno 16/01/2025 dalle 04:13 alle 07:13,prenota,auditorium,2025-01-16T04:13:24.410Z,2025-01-16T07:13:24.410Z
2117,Modifica la prenotazione di ufficio A al giorno 12/01/2025 dalle 03:13 alle 11:13,modifica,ufficio A,2025-01-12T03:13:24.410Z,2025-01-12T11:13:24.410Z
2118,Modifica la prenotazione di sala riunioni al giorno 16/02/2025 dalle 07:13 alle 16:13,modifica,sala riunioni,2025-02-16T07:13:24.410Z,2025-02-16T16:13:24.410Z
2119,Cancella la prenotazione di sala riunioni per il giorno 13/01/2025 dalle 01:28 alle 08:28,cancella,sala riunioni,2025-01-13T01:28:24.410Z,2025-01-13T08:28:24.410Z
2120,Cancella la prenotazione di auditorium per il giorno 23/02/2025 dalle 04:28 alle 10:28,cancella,auditorium,2025-02-23T04:28:24.410Z,2025-02-23T10:28:24.410Z
2121,Cancella la prenotazione di ufficio B per il giorno 06/03/2025 dalle 03:13 alle 05:13,cancella,ufficio B,2025-03-06T03:13:24.410Z,2025-03-06T05:13:24.410Z
2122,Cancella la prenotazione di ufficio A per il giorno 07/01/2025 dalle 07:43 alle 15:43,cancella,ufficio A,2025-01-07T07:43:24.410Z,2025-01-07T15:43:24.410Z
2123,Prenota desk 18 per il giorno 30/01/2025 dalle 04:28 alle 14:28,prenota,desk 18,2025-01-30T04:28:24.410Z,2025-01-30T14:28:24.410Z
2124,Cancella la prenotazione di sala riunioni per il giorno 18/02/2025 dalle 12:13 alle 20:13,cancella,sala riunioni,2025-02-18T12:13:24.410Z,2025-02-18T20:13:24.410Z
2125,Prenota sala riunioni per il giorno 30/01/2025 dalle 12:28 alle 19:28,prenota,sala riunioni,2025-01-30T12:28:24.410Z,2025-01-30T19:28:24.410Z
2126,Cancella la prenotazione di sala meeting per il giorno 25/03/2025 dalle 01:28 alle 04:28,cancella,sala meeting,2025-03-25T01:28:24.410Z,2025-03-25T04:28:24.410Z
2127,Prenota sala meeting per il giorno 23/02/2025 dalle 00:58 alle 08:58,prenota,sala meeting,2025-02-23T00:58:24.410Z,2025-02-23T08:58:24.410Z
2128,Cancella la prenotazione di ufficio B per il giorno 30/01/2025 dalle 09:58 alle 12:58,cancella,ufficio B,2025-01-30T09:58:24.410Z,2025-01-30T12:58:24.410Z
2129,Prenota sala riunioni per il giorno 26/02/2025 dalle 04:58 alle 07:58,prenota,sala riunioni,2025-02-26T04:58:24.410Z,2025-02-26T07:58:24.410Z
2130,Prenota sala meeting per il giorno 25/02/2025 dalle 07:13 alle 16:13,prenota,sala meeting,2025-02-25T07:13:24.410Z,2025-02-25T16:13:24.410Z
2131,Modifica la prenotazione di desk 40 al giorno 23/01/2025 dalle 11:13 alle 17:13,modifica,desk 40,2025-01-23T11:13:24.410Z,2025-01-23T17:13:24.410Z
2132,Modifica la prenotazione di ufficio B al giorno 21/02/2025 dalle 12:28 alle 21:28,modifica,ufficio B,2025-02-21T12:28:24.410Z,2025-02-21T21:28:24.410Z
2133,Modifica la prenotazione di auditorium al giorno 12/01/2025 dalle 10:43 alle 16:43,modifica,auditorium,2025-01-12T10:43:24.410Z,2025-01-12T16:43:24.410Z
2134,Modifica la prenotazione di desk 40 al giorno 11/02/2025 dalle 23:43 alle 07:43,modifica,desk 40,2025-02-11T23:43:24.410Z,2025-02-12T07:43:24.410Z
2135,Prenota ufficio A per il giorno 12/02/2025 dalle 01:13 alle 06:13,prenota,ufficio A,2025-02-12T01:13:24.410Z,2025-02-12T06:13:24.410Z
2136,Modifica la prenotazione di desk 18 al giorno 03/01/2025 dalle 06:43 alle 14:43,modifica,desk 18,2025-01-03T06:43:24.410Z,2025-01-03T14:43:24.410Z
2137,Modifica la prenotazione di ufficio B al giorno 14/01/2025 dalle 23:43 alle 03:43,modifica,ufficio B,2025-01-14T23:43:24.410Z,2025-01-15T03:43:24.410Z
2138,Cancella la prenotazione di desk 18 per il giorno 13/03/2025 dalle 11:43 alle 21:43,cancella,desk 18,2025-03-13T11:43:24.410Z,2025-03-13T21:43:24.410Z
2139,Cancella la prenotazione di auditorium per il giorno 16/02/2025 dalle 02:43 alle 12:43,cancella,auditorium,2025-02-16T02:43:24.410Z,2025-02-16T12:43:24.410Z
2140,Prenota sala meeting per il giorno 17/02/2025 dalle 23:58 alle 04:58,prenota,sala meeting,2025-02-17T23:58:24.410Z,2025-02-18T04:58:24.410Z
2141,Modifica la prenotazione di desk 40 al giorno 18/01/2025 dalle 11:13 alle 19:13,modifica,desk 40,2025-01-18T11:13:24.410Z,2025-01-18T19:13:24.410Z
2142,Cancella la prenotazione di ufficio A per il giorno 17/02/2025 dalle 05:13 alle 14:13,cancella,ufficio A,2025-02-17T05:13:24.410Z,2025-02-17T14:13:24.410Z
2143,Cancella la prenotazione di sala riunioni per il giorno 25/01/2025 dalle 07:13 alle 13:13,cancella,sala riunioni,2025-01-25T07:13:24.410Z,2025-01-25T13:13:24.410Z
2144,Prenota ufficio B per il giorno 20/03/2025 dalle 02:13 alle 09:13,prenota,ufficio B,2025-03-20T02:13:24.410Z,2025-03-20T09:13:24.410Z
2145,Cancella la prenotazione di desk 40 per il giorno 28/03/2025 dalle 11:13 alle 16:13,cancella,desk 40,2025-03-28T11:13:24.410Z,2025-03-28T16:13:24.410Z
2146,Modifica la prenotazione di ufficio B al giorno 15/01/2025 dalle 00:28 alle 02:28,modifica,ufficio B,2025-01-15T00:28:24.410Z,2025-01-15T02:28:24.410Z
2147,Modifica la prenotazione di sala riunioni al giorno 22/03/2025 dalle 14:13 alle 16:13,modifica,sala riunioni,2025-03-22T14:13:24.410Z,2025-03-22T16:13:24.410Z
2148,Cancella la prenotazione di desk 18 per il giorno 23/03/2025 dalle 13:28 alle 21:28,cancella,desk 18,2025-03-23T13:28:24.410Z,2025-03-23T21:28:24.410Z
2149,Modifica la prenotazione di ufficio B al giorno 07/01/2025 dalle 09:58 alle 16:58,modifica,ufficio B,2025-01-07T09:58:24.410Z,2025-01-07T16:58:24.410Z
2150,Prenota auditorium per il giorno 02/03/2025 dalle 08:13 alle 10:13,prenota,auditorium,2025-03-02T08:13:24.410Z,2025-03-02T10:13:24.410Z
2151,Prenota desk 40 per il giorno 04/03/2025 dalle 00:58 alle 08:58,prenota,desk 40,2025-03-04T00:58:24.410Z,2025-03-04T08:58:24.410Z
2152,Cancella la prenotazione di desk 40 per il giorno 26/03/2025 dalle 11:13 alle 12:13,cancella,desk 40,2025-03-26T11:13:24.410Z,2025-03-26T12:13:24.410Z
2153,Cancella la prenotazione di desk 40 per il giorno 31/01/2025 dalle 07:58 alle 12:58,cancella,desk 40,2025-01-31T07:58:24.410Z,2025-01-31T12:58:24.410Z
2154,Modifica la prenotazione di sala meeting al giorno 11/02/2025 dalle 13:13 alle 17:13,modifica,sala meeting,2025-02-11T13:13:24.410Z,2025-02-11T17:13:24.410Z
2155,Prenota ufficio A per il giorno 06/01/2025 dalle 23:28 alle 02:28,prenota,ufficio A,2025-01-06T23:28:24.410Z,2025-01-07T02:28:24.410Z
2156,Cancella la prenotazione di desk 40 per il giorno 10/03/2025 dalle 12:58 alle 18:58,cancella,desk 40,2025-03-10T12:58:24.410Z,2025-03-10T18:58:24.410Z
2157,Prenota ufficio B per il giorno 27/02/2025 dalle 03:13 alle 07:13,prenota,ufficio B,2025-02-27T03:13:24.410Z,2025-02-27T07:13:24.410Z
2158,Modifica la prenotazione di desk 18 al giorno 22/02/2025 dalle 12:28 alle 22:28,modifica,desk 18,2025-02-22T12:28:24.410Z,2025-02-22T22:28:24.410Z
2159,Cancella la prenotazione di auditorium per il giorno 25/03/2025 dalle 05:43 alle 12:43,cancella,auditorium,2025-03-25T05:43:24.410Z,2025-03-25T12:43:24.410Z
2160,Cancella la prenotazione di ufficio B per il giorno 23/01/2025 dalle 05:43 alle 07:43,cancella,ufficio B,2025-01-23T05:43:24.410Z,2025-01-23T07:43:24.410Z
2161,Modifica la prenotazione di desk 40 al giorno 19/01/2025 dalle 07:28 alle 17:28,modifica,desk 40,2025-01-19T07:28:24.410Z,2025-01-19T17:28:24.410Z
2162,Cancella la prenotazione di desk 40 per il giorno 24/03/2025 dalle 13:58 alle 22:58,cancella,desk 40,2025-03-24T13:58:24.410Z,2025-03-24T22:58:24.410Z
2163,Prenota sala meeting per il giorno 29/01/2025 dalle 00:28 alle 01:28,prenota,sala meeting,2025-01-29T00:28:24.410Z,2025-01-29T01:28:24.410Z
2164,Cancella la prenotazione di sala riunioni per il giorno 24/03/2025 dalle 11:43 alle 12:43,cancella,sala riunioni,2025-03-24T11:43:24.410Z,2025-03-24T12:43:24.410Z
2165,Modifica la prenotazione di desk 18 al giorno 13/03/2025 dalle 13:28 alle 23:28,modifica,desk 18,2025-03-13T13:28:24.410Z,2025-03-13T23:28:24.410Z
2166,Cancella la prenotazione di sala riunioni per il giorno 19/01/2025 dalle 06:58 alle 09:58,cancella,sala riunioni,2025-01-19T06:58:24.410Z,2025-01-19T09:58:24.410Z
2167,Prenota desk 18 per il giorno 31/01/2025 dalle 03:43 alle 12:43,prenota,desk 18,2025-01-31T03:43:24.410Z,2025-01-31T12:43:24.410Z
2168,Prenota desk 18 per il giorno 20/02/2025 dalle 11:58 alle 12:58,prenota,desk 18,2025-02-20T11:58:24.410Z,2025-02-20T12:58:24.410Z
2169,Cancella la prenotazione di sala riunioni per il giorno 21/01/2025 dalle 09:28 alle 19:28,cancella,sala riunioni,2025-01-21T09:28:24.410Z,2025-01-21T19:28:24.410Z
2170,Prenota sala riunioni per il giorno 02/03/2025 dalle 13:28 alle 15:28,prenota,sala riunioni,2025-03-02T13:28:24.410Z,2025-03-02T15:28:24.410Z
2171,Prenota sala meeting per il giorno 05/02/2025 dalle 13:43 alle 15:43,prenota,sala meeting,2025-02-05T13:43:24.410Z,2025-02-05T15:43:24.410Z
2172,Prenota ufficio A per il giorno 18/02/2025 dalle 13:43 alle 20:43,prenota,ufficio A,2025-02-18T13:43:24.410Z,2025-02-18T20:43:24.410Z
2173,Prenota ufficio A per il giorno 05/01/2025 dalle 05:28 alle 13:28,prenota,ufficio A,2025-01-05T05:28:24.410Z,2025-01-05T13:28:24.410Z
2174,Modifica la prenotazione di sala riunioni al giorno 29/01/2025 dalle 10:13 alle 17:13,modifica,sala riunioni,2025-01-29T10:13:24.410Z,2025-01-29T17:13:24.410Z
2175,Cancella la prenotazione di desk 18 per il giorno 01/03/2025 dalle 11:43 alle 14:43,cancella,desk 18,2025-03-01T11:43:24.410Z,2025-03-01T14:43:24.410Z
2176,Cancella la prenotazione di sala riunioni per il giorno 25/01/2025 dalle 09:28 alle 11:28,cancella,sala riunioni,2025-01-25T09:28:24.410Z,2025-01-25T11:28:24.410Z
2177,Cancella la prenotazione di sala meeting per il giorno 05/03/2025 dalle 08:28 alle 11:28,cancella,sala meeting,2025-03-05T08:28:24.410Z,2025-03-05T11:28:24.410Z
2178,Modifica la prenotazione di desk 18 al giorno 04/02/2025 dalle 13:28 alle 17:28,modifica,desk 18,2025-02-04T13:28:24.410Z,2025-02-04T17:28:24.410Z
2179,Modifica la prenotazione di sala riunioni al giorno 11/03/2025 dalle 23:43 alle 03:43,modifica,sala riunioni,2025-03-11T23:43:24.410Z,2025-03-12T03:43:24.410Z
2180,Cancella la prenotazione di sala riunioni per il giorno 29/01/2025 dalle 23:58 alle 02:58,cancella,sala riunioni,2025-01-29T23:58:24.410Z,2025-01-30T02:58:24.410Z
2181,Prenota sala riunioni per il giorno 01/04/2025 dalle 01:58 alle 06:58,prenota,sala riunioni,2025-04-01T01:58:24.410Z,2025-04-01T06:58:24.410Z
2182,Cancella la prenotazione di auditorium per il giorno 14/01/2025 dalle 04:58 alle 12:58,cancella,auditorium,2025-01-14T04:58:24.410Z,2025-01-14T12:58:24.410Z
2183,Modifica la prenotazione di desk 40 al giorno 07/03/2025 dalle 06:13 alle 10:13,modifica,desk 40,2025-03-07T06:13:24.410Z,2025-03-07T10:13:24.410Z
2184,Cancella la prenotazione di auditorium per il giorno 28/01/2025 dalle 09:58 alle 16:58,cancella,auditorium,2025-01-28T09:58:24.410Z,2025-01-28T16:58:24.410Z
2185,Prenota ufficio B per il giorno 19/03/2025 dalle 03:43 alle 07:43,prenota,ufficio B,2025-03-19T03:43:24.410Z,2025-03-19T07:43:24.410Z
2186,Modifica la prenotazione di ufficio A al giorno 27/02/2025 dalle 14:13 alle 21:13,modifica,ufficio A,2025-02-27T14:13:24.410Z,2025-02-27T21:13:24.410Z
2187,Modifica la prenotazione di desk 18 al giorno 06/02/2025 dalle 12:58 alle 22:58,modifica,desk 18,2025-02-06T12:58:24.410Z,2025-02-06T22:58:24.410Z
2188,Prenota ufficio B per il giorno 21/02/2025 dalle 05:43 alle 15:43,prenota,ufficio B,2025-02-21T05:43:24.410Z,2025-02-21T15:43:24.410Z
2189,Cancella la prenotazione di sala meeting per il giorno 24/03/2025 dalle 12:28 alle 20:28,cancella,sala meeting,2025-03-24T12:28:24.410Z,2025-03-24T20:28:24.410Z
2190,Prenota sala riunioni per il giorno 09/03/2025 dalle 04:13 alle 09:13,prenota,sala riunioni,2025-03-09T04:13:24.410Z,2025-03-09T09:13:24.410Z
2191,Modifica la prenotazione di desk 40 al giorno 26/03/2025 dalle 07:58 alle 14:58,modifica,desk 40,2025-03-26T07:58:24.410Z,2025-03-26T14:58:24.410Z
2192,Prenota sala riunioni per il giorno 26/01/2025 dalle 11:58 alle 18:58,prenota,sala riunioni,2025-01-26T11:58:24.410Z,2025-01-26T18:58:24.410Z
2193,Prenota sala meeting per il giorno 03/02/2025 dalle 00:43 alle 06:43,prenota,sala meeting,2025-02-03T00:43:24.410Z,2025-02-03T06:43:24.410Z
2194,Cancella la prenotazione di auditorium per il giorno 12/02/2025 dalle 00:28 alle 06:28,cancella,auditorium,2025-02-12T00:28:24.410Z,2025-02-12T06:28:24.410Z
2195,Modifica la prenotazione di sala riunioni al giorno 14/02/2025 dalle 03:13 alle 13:13,modifica,sala riunioni,2025-02-14T03:13:24.410Z,2025-02-14T13:13:24.410Z
2196,Cancella la prenotazione di auditorium per il giorno 15/03/2025 dalle 01:13 alle 06:13,cancella,auditorium,2025-03-15T01:13:24.410Z,2025-03-15T06:13:24.410Z
2197,Modifica la prenotazione di auditorium al giorno 11/03/2025 dalle 02:28 alle 11:28,modifica,auditorium,2025-03-11T02:28:24.410Z,2025-03-11T11:28:24.410Z
2198,Cancella la prenotazione di desk 18 per il giorno 21/03/2025 dalle 13:28 alle 23:28,cancella,desk 18,2025-03-21T13:28:24.410Z,2025-03-21T23:28:24.410Z
2199,Modifica la prenotazione di ufficio A al giorno 31/03/2025 dalle 12:13 alle 18:13,modifica,ufficio A,2025-03-31T12:13:24.410Z,2025-03-31T18:13:24.410Z
2200,Cancella la prenotazione di auditorium per il giorno 28/01/2025 dalle 00:13 alle 08:13,cancella,auditorium,2025-01-28T00:13:24.410Z,2025-01-28T08:13:24.410Z
2201,Prenota sala meeting per il giorno 25/02/2025 dalle 00:28 alle 08:28,prenota,sala meeting,2025-02-25T00:28:24.410Z,2025-02-25T08:28:24.410Z
2202,Prenota ufficio B per il giorno 13/02/2025 dalle 09:13 alle 13:13,prenota,ufficio B,2025-02-13T09:13:24.410Z,2025-02-13T13:13:24.410Z
2203,Modifica la prenotazione di sala riunioni al giorno 07/02/2025 dalle 23:28 alle 07:28,modifica,sala riunioni,2025-02-07T23:28:24.410Z,2025-02-08T07:28:24.410Z
2204,Cancella la prenotazione di auditorium per il giorno 22/02/2025 dalle 23:28 alle 05:28,cancella,auditorium,2025-02-22T23:28:24.410Z,2025-02-23T05:28:24.410Z
2205,Modifica la prenotazione di sala riunioni al giorno 11/01/2025 dalle 06:28 alle 13:28,modifica,sala riunioni,2025-01-11T06:28:24.410Z,2025-01-11T13:28:24.410Z
2206,Modifica la prenotazione di sala meeting al giorno 07/02/2025 dalle 04:58 alle 11:58,modifica,sala meeting,2025-02-07T04:58:24.410Z,2025-02-07T11:58:24.410Z
2207,Prenota ufficio B per il giorno 12/02/2025 dalle 06:28 alle 13:28,prenota,ufficio B,2025-02-12T06:28:24.410Z,2025-02-12T13:28:24.410Z
2208,Cancella la prenotazione di desk 18 per il giorno 02/03/2025 dalle 06:28 alle 12:28,cancella,desk 18,2025-03-02T06:28:24.410Z,2025-03-02T12:28:24.410Z
2209,Modifica la prenotazione di sala riunioni al giorno 06/01/2025 dalle 02:28 alle 03:28,modifica,sala riunioni,2025-01-06T02:28:24.410Z,2025-01-06T03:28:24.410Z
2210,Prenota sala riunioni per il giorno 13/02/2025 dalle 13:13 alle 17:13,prenota,sala riunioni,2025-02-13T13:13:24.410Z,2025-02-13T17:13:24.410Z
2211,Prenota sala riunioni per il giorno 27/01/2025 dalle 10:58 alle 19:58,prenota,sala riunioni,2025-01-27T10:58:24.410Z,2025-01-27T19:58:24.410Z
2212,Prenota desk 18 per il giorno 09/01/2025 dalle 03:28 alle 05:28,prenota,desk 18,2025-01-09T03:28:24.410Z,2025-01-09T05:28:24.410Z
2213,Prenota sala meeting per il giorno 12/01/2025 dalle 03:58 alle 13:58,prenota,sala meeting,2025-01-12T03:58:24.410Z,2025-01-12T13:58:24.410Z
2214,Cancella la prenotazione di sala meeting per il giorno 02/04/2025 dalle 01:43 alle 11:43,cancella,sala meeting,2025-04-02T01:43:24.410Z,2025-04-02T11:43:24.410Z
2215,Cancella la prenotazione di sala riunioni per il giorno 19/01/2025 dalle 04:43 alle 14:43,cancella,sala riunioni,2025-01-19T04:43:24.410Z,2025-01-19T14:43:24.410Z
2216,Cancella la prenotazione di desk 18 per il giorno 01/03/2025 dalle 09:28 alle 18:28,cancella,desk 18,2025-03-01T09:28:24.410Z,2025-03-01T18:28:24.410Z
2217,Modifica la prenotazione di auditorium al giorno 17/03/2025 dalle 07:13 alle 12:13,modifica,auditorium,2025-03-17T07:13:24.410Z,2025-03-17T12:13:24.410Z
2218,Cancella la prenotazione di desk 40 per il giorno 05/03/2025 dalle 02:28 alle 07:28,cancella,desk 40,2025-03-05T02:28:24.410Z,2025-03-05T07:28:24.410Z
2219,Cancella la prenotazione di desk 18 per il giorno 13/01/2025 dalle 04:43 alle 08:43,cancella,desk 18,2025-01-13T04:43:24.410Z,2025-01-13T08:43:24.410Z
2220,Modifica la prenotazione di sala riunioni al giorno 12/01/2025 dalle 06:28 alle 10:28,modifica,sala riunioni,2025-01-12T06:28:24.410Z,2025-01-12T10:28:24.410Z
2221,Prenota desk 18 per il giorno 30/01/2025 dalle 07:13 alle 11:13,prenota,desk 18,2025-01-30T07:13:24.410Z,2025-01-30T11:13:24.410Z
2222,Cancella la prenotazione di sala riunioni per il giorno 15/02/2025 dalle 02:58 alle 07:58,cancella,sala riunioni,2025-02-15T02:58:24.410Z,2025-02-15T07:58:24.410Z
